
92173,1000,"[-0.35326340364198927, 0.0]"
180628,2000,"[0.0, -0.871433416860036]"
272753,3000,"[-0.021023890645395227, 0.0]"
367997,4000,"[0.0, -0.10234020699563473]"
461779,5000,"[0.0, -0.09035877668753045]"
554242,6000,"[-0.30895693469076235, 0.0]"
643131,7000,"[0.9991854892593182, -1.487718289376545]"
733886,8000,"[-0.8796864111608755, 0.0]"
825519,9000,"[0.9994679062623959, -0.2986735650074763]"
917845,10000,"[0.0, -0.0750604339330323]"
1014386,11000,"[-0.4188440837377243, 0.0]"
1106367,12000,"[0.0, -0.03842490609537208]"
1200678,13000,"[0.0, -0.1735841137065961]"
1296022,14000,"[-1.4854448664818847, 0.999478206159182]"
1387617,15000,"[0.0, -0.12664830960167706]"
1480996,16000,"[-0.1370760019676709, 0.0]"
1571101,17000,"[0.0, -0.14516071131561148]"
1661201,18000,"[0.0, -0.5443071034434581]"
1752796,19000,"[0.0, -0.20523871497880464]"
1844210,20000,"[0.0, -0.6343522879384409]"
1939283,21000,"[0.0, -0.05608708836757614]"
2042387,22000,"[-0.016417553746464364, 0.0]"
2145122,23000,"[-0.05432880154501163, 0.9995194462109964]"
2250373,24000,"[0.9964362479003626, -0.028590939252353564]"
2357657,25000,"[0.0, -0.025841299600763534]"
2460962,26000,"[0.0, -0.058113773556112136]"
2565130,27000,"[0.0, -0.12048781969524747]"
2678941,28000,"[-0.02643219344142267, 0.9999137716536524]"

91005,1000,"[-0.30984288151470096, 0.0]"
181861,2000,"[0.0, -0.05965942027676796]"
272126,3000,"[0.6019747569218623, 0.9999743016256986]"
364424,4000,"[0.0, -0.8370732384978581]"
457054,5000,"[-0.44779964741519507, 0.0]"
546501,6000,"[0.0, -0.04551991769425001]"
639235,7000,"[-0.17865356212024608, 0.9981348720095582]"
733013,8000,"[-0.2967047606879447, 0.0]"
824530,9000,"[0.9991312106630232, 0.8543741804700176]"
915320,10000,"[0.9987255615588566, -0.2946981440261425]"
1007558,11000,"[0.6814652150321479, 0.9982607877305725]"
1096513,12000,"[-0.38579763799370426, 0.0]"
1183557,13000,"[-0.5239875642669176, 0.9999665746543656]"
1276942,14000,"[-0.03566636246594612, 0.0]"
1367131,15000,"[-0.23824093798694435, 0.0]"
1459855,16000,"[0.0, -0.2262171492759535]"
